task,full_scalar_mix_run,p0_cumulative_major,pL_cumulative_major,full_scalar_mix_major,full_scalar_mix_f1_micro,full_scalar_mix_acc,scalar_mix_center_of_gravity,scalar_mix_entropy,scalar_mix_gamma,cumulative_expected_layer_contextual_raw,cumulative_expected_layer_contextual_positive,best_cumulative_layer,best_cumulative_major
ner,tenney_scalar_mix_ms256_ner_lr1e4_e3_noearly,0.9140342414815896,0.9627126412379245,0.9642748549197642,0.9354778380400225,0.993071871799506,12.783246576786041,3.165431924601875,1.4327844381332397,6.298608448225597,7.020536754914461,22,0.9632507723892474
