task,full_scalar_mix_run,p0_cumulative_major,pL_cumulative_major,full_scalar_mix_major,full_scalar_mix_f1_micro,full_scalar_mix_acc,scalar_mix_center_of_gravity,scalar_mix_entropy,scalar_mix_gamma,cumulative_expected_layer_contextual_raw,cumulative_expected_layer_contextual_positive,best_cumulative_layer,best_cumulative_major
semeval,tenney_scalar_mix_ms256_semeval_lr1e4_e10_noearly,0.5904527466924776,0.747294219805339,0.7456553813353086,0.5259862241703194,0.9653245385002978,12.44408593699336,3.208446776197526,1.1475780010223389,7.116836440715183,7.77670539974636,23,0.7514268529658548
