task,run_name,layer,module,module_name,shape,numel,mean,std,abs_mean,max_abs,p99_abs,p999_abs,p9999_abs,top_0p1pct_abs_share,top_1pct_abs_share,max_abs_over_abs_mean,p999_abs_over_p99_abs,ratio_abs_gt_3p0sigma,ratio_abs_gt_4p0sigma,ratio_abs_gt_5p0sigma,top_out_channel,top_out_channel_max_abs,median_out_channel_max_abs,top_in_channel,top_in_channel_max_abs,median_in_channel_max_abs,top_out_channel_over_median,top_in_channel_over_median
ner,formal_e3_ms256_tner,1,ffn_in,intermediate.dense,4096x1024,4194304,0.00013456030865199864,0.035677406936883926,0.02825942263007164,0.2426859587430954,0.09397220611572266,0.12264116108417511,0.14922462403774261,0.004759869090149781,0.03774625186087061,8.587788997672108,1.3050790883120047,0.003656625747680664,0.00018477439880371094,9.775161743164062e-06,998,0.2426859587430954,0.12452423572540283,181,0.2426859587430954,0.13684721291065216,1.948905426556958,1.7734081212274713
ner,formal_e3_ms256_tner,1,ffn_out,output.dense,1024x4096,4194304,-2.4143020709743723e-05,0.03315519168972969,0.026020115241408348,1.7163368463516235,0.08844290673732758,0.12293282896280289,0.18834605813026428,0.00591004292816113,0.04015556489976014,65.9619233207795,1.3899682122378587,0.004544973373413086,0.0006000995635986328,0.00017333030700683594,136,1.7163368463516235,0.13916556537151337,1952,1.7163368463516235,0.11449167877435684,12.333056972604739,14.990930910657923
ner,formal_e3_ms256_tner,2,attn_k,attention.self.key,1024x1024,1048576,2.5863835617201403e-05,0.03249695524573326,0.02568523958325386,0.32918745279312134,0.08634628355503082,0.11601284146308899,0.14679904282093048,0.005074824462651648,0.03867823444207246,12.816211105453087,1.343576546512866,0.0042209625244140625,0.00036525726318359375,3.910064697265625e-05,882,0.32918745279312134,0.112193763256073,80,0.32918745279312134,0.11544039100408554,2.9340976114846793,2.8515795028922857
ner,formal_e3_ms256_tner,2,attn_out,attention.output.dense,1024x1024,1048576,1.735192745400127e-05,0.023349758237600327,0.01827053166925907,0.43108752369880676,0.0632752776145935,0.09697527438402176,0.14518269896507263,0.006479541937453441,0.04234854622584736,23.59468960742557,1.5325934241599573,0.005688667297363281,0.0012063980102539062,0.00038814544677734375,136,0.43108752369880676,0.081590935587883,672,0.43108752369880676,0.08115842193365097,5.283522251494163,5.311679471185769
ner,formal_e3_ms256_tner,2,attn_q,attention.self.query,1024x1024,1048576,5.385838449001312e-05,0.03381175175309181,0.026774313300848007,0.2510194480419159,0.08925676345825195,0.12001930177211761,0.15901820361614227,0.0050767175994044945,0.03846538713054851,9.375383234720179,1.344652182332986,0.004073143005371094,0.00034046173095703125,6.103515625e-05,93,0.2510194480419159,0.11881343275308609,136,0.2510194480419159,0.11754373461008072,2.112719431005547,2.135540859532875
ner,formal_e3_ms256_tner,2,attn_v,attention.self.value,1024x1024,1048576,1.5623872968717478e-06,0.02472149208188057,0.019567733630537987,0.18431103229522705,0.06512024998664856,0.08560462296009064,0.10994844883680344,0.004897533147286805,0.03795158729645008,9.419130277181706,1.3145622594759991,0.0037174224853515625,0.0002422332763671875,3.814697265625e-05,846,0.18431103229522705,0.08454553037881851,181,0.18431103229522705,0.08747413754463196,2.1800210072536625,2.1070345758046023
ner,formal_e3_ms256_tner,2,ffn_in,intermediate.dense,4096x1024,4194304,0.0001869947591330856,0.03650547191500664,0.0289474930614233,0.25145530700683594,0.09589309245347977,0.12493054568767548,0.15244701504707336,0.004739030708123194,0.037558851332408515,8.686600476016222,1.3028106873107939,0.0035114288330078125,0.0001685619354248047,1.3113021850585938e-05,3623,0.25145530700683594,0.12640617787837982,976,0.25145530700683594,0.1397753655910492,1.9892643795366602,1.7989958813095632
ner,formal_e3_ms256_tner,2,ffn_out,output.dense,1024x4096,4194304,-4.904327397525776e-06,0.03389894962310791,0.026667386293411255,1.5463826656341553,0.09030219912528992,0.12402830272912979,0.18190601468086243,0.005714799802946774,0.03976842055120143,57.9877851027426,1.37348042384933,0.004453897476196289,0.0005166530609130859,0.00013947486877441406,136,1.5463826656341553,0.14106042683124542,996,1.5463826656341553,0.11690390855073929,10.96255484526597,13.22780978672741
ner,formal_e3_ms256_tner,3,attn_k,attention.self.key,1024x1024,1048576,1.746311318129301e-05,0.03583842143416405,0.028280429542064667,0.310591459274292,0.09573006629943848,0.13072256743907928,0.17532995343208313,0.005284603661247426,0.0393180232221164,10.982558055291005,1.3655330294056849,0.004544258117675781,0.00048828125,7.82012939453125e-05,711,0.310591459274292,0.12188336998224258,15,0.310591459274292,0.12738853693008423,2.548267735947428,2.4381429189720314
ner,formal_e3_ms256_tner,3,attn_out,attention.output.dense,1024x1024,1048576,3.3001806514221244e-06,0.024111485108733177,0.018882589414715767,0.23134702444076538,0.06576615571975708,0.09521916508674622,0.13040171563625336,0.005865931519027399,0.04155488814169708,12.251869664680084,1.4478444732651605,0.00577545166015625,0.0009183883666992188,0.0002002716064453125,136,0.23134702444076538,0.08311312645673752,500,0.23134702444076538,0.08723318576812744,2.7835196954260573,2.6520529131620125
ner,formal_e3_ms256_tner,3,attn_q,attention.self.query,1024x1024,1048576,-1.807487933547236e-05,0.0369378961622715,0.029226087033748627,0.25273919105529785,0.09789416193962097,0.1321837604045868,0.16860714554786682,0.005057317705286134,0.03861212987159985,8.647725943040168,1.3502721488755878,0.004193305969238281,0.00034809112548828125,3.528594970703125e-05,346,0.25273919105529785,0.12679331004619598,136,0.25273919105529785,0.13309819996356964,1.9933164530779632,1.8988926305876053
ner,formal_e3_ms256_tner,3,attn_v,attention.self.value,1024x1024,1048576,1.488944144512061e-05,0.025344794616103172,0.02006574347615242,0.178768128156662,0.06694002449512482,0.08728895336389542,0.10507941246032715,0.004760168839532916,0.03785780270876958,8.909120580013541,1.3039874727003213,0.0037717819213867188,0.0001659393310546875,8.58306884765625e-06,658,0.178768128156662,0.08788638561964035,331,0.178768128156662,0.089352548122406,2.0340821493142838,2.000705429371344
