task,run_name,layer,module,capture_point,sample_count,count,mean,std,abs_mean,abs_std,max_abs,max_abs_over_abs_mean,ratio_abs_gt_1p0,ratio_abs_gt_2p0,ratio_abs_gt_3p0,ratio_abs_gt_4p0,ratio_abs_gt_6p0,ratio_abs_gt_8p0,ratio_abs_gt_10p0
ner,formal_e3_ms256_tner,16,attn_out_input,linear_input,512,104857600,-0.0015991881317495426,0.2291386653530315,0.13896514233201743,0.1821970762089541,3.549804210662842,25.54456571693066,0.0068467330932617185,0.00016518592834472657,1.4972686767578126e-06,0.0,0.0,0.0,0.0
ner,formal_e3_ms256_tner,16,attn_q_input,linear_input,512,104857600,-0.010496517897117884,0.7178321690225913,0.5164384037256241,0.49868284001855523,14.389444351196289,27.86284723868286,0.11999567985534668,0.005190916061401367,0.0011380386352539062,0.0009760093688964843,0.0009342670440673828,0.0008173179626464844,0.0004714393615722656
ner,formal_e3_ms256_tner,16,attn_v_input,linear_input,512,104857600,-0.010496517897117884,0.7178321690225913,0.5164384037256241,0.49868284001855523,14.389444351196289,27.86284723868286,0.11999567985534668,0.005190916061401367,0.0011380386352539062,0.0009760093688964843,0.0009342670440673828,0.0008173179626464844,0.0004714393615722656
ner,formal_e3_ms256_tner,16,ffn_in_input,linear_input,512,104857600,-0.028774705352261662,1.2506359559006683,0.6724604406952858,1.0548531810444475,63.23442840576172,94.0344213265258,0.2137931442260742,0.019163799285888673,0.0022538948059082032,0.0011264801025390625,0.000982389450073242,0.0009780311584472656,0.0009704208374023437
ner,formal_e3_ms256_tner,16,ffn_out_input,linear_input,512,419430400,-0.03637739550322294,0.1776226670213108,0.08343602208420635,0.16097067112404415,8.733965873718262,104.67859871008302,0.006493785381317139,0.0011977314949035644,0.0002464628219604492,6.240367889404297e-05,1.2254714965820312e-06,5.245208740234375e-08,0.0
ner,formal_e3_ms256_tner,16,gelu_input,intermediate_dense_output,512,419430400,-1.89415971159935,1.1535657730457634,1.952290934920311,1.0521953769223569,14.534299850463867,7.444740735354145,0.7984613370895386,0.4720995330810547,0.15947025299072265,0.02961303949356079,0.0012194943428039551,0.00023598909378051757,2.458333969116211e-05
ner,formal_e3_ms256_tner,17,attn_k_input,linear_input,512,104857600,-0.014156073448248208,0.7004721900778217,0.5100386644899845,0.48033555376753573,12.898305892944336,25.28887864970405,0.11751897811889649,0.005206747055053711,0.0011286449432373047,0.0009702396392822266,0.0009087657928466797,0.0007023334503173829,0.0002235698699951172
ner,formal_e3_ms256_tner,17,attn_out_input,linear_input,512,104857600,-0.0008646307081653504,0.25046897768325144,0.1640790793299675,0.1892445827340504,4.312502861022949,26.283075689073005,0.007900476455688477,0.00031484603881835936,1.2960433959960937e-05,8.58306884765625e-08,0.0,0.0,0.0
ner,formal_e3_ms256_tner,17,attn_q_input,linear_input,512,104857600,-0.014156073448248208,0.7004721900778217,0.5100386644899845,0.48033555376753573,12.898305892944336,25.28887864970405,0.11751897811889649,0.005206747055053711,0.0011286449432373047,0.0009702396392822266,0.0009087657928466797,0.0007023334503173829,0.0002235698699951172
ner,formal_e3_ms256_tner,17,attn_v_input,linear_input,512,104857600,-0.014156073448248208,0.7004721900778217,0.5100386644899845,0.48033555376753573,12.898305892944336,25.28887864970405,0.11751897811889649,0.005206747055053711,0.0011286449432373047,0.0009702396392822266,0.0009087657928466797,0.0007023334503173829,0.0002235698699951172
ner,formal_e3_ms256_tner,17,ffn_in_input,linear_input,512,104857600,-0.02464679779484868,1.1350140799449542,0.6684787750244141,0.9176058814418582,55.367225646972656,82.82570474275798,0.2150260829925537,0.01873631477355957,0.0020802879333496095,0.0010935306549072266,0.0009846878051757812,0.0009719371795654297,0.0009550380706787109
ner,formal_e3_ms256_tner,17,ffn_out_input,linear_input,512,419430400,-0.04118455828167498,0.19531385719006208,0.0980954048782587,0.17384177344092858,34.37382125854492,350.4121452090906,0.007461040019989013,0.001172010898590088,0.00018746137619018554,3.0112266540527343e-05,5.002021789550781e-06,4.701614379882812e-06,4.665851593017578e-06
ner,formal_e3_ms256_tner,17,gelu_input,intermediate_dense_output,512,419430400,-1.655644171833992,1.158662694850574,1.726733365058899,1.049785097131137,36.55743408203125,21.171441301699915,0.7438321733474731,0.37751265048980714,0.09984743595123291,0.013017599582672118,0.0009871411323547363,0.0008552908897399902,0.0007175898551940918
ner,formal_e3_ms256_tner,18,attn_k_input,linear_input,512,104857600,-0.016454158565029502,0.709262501316689,0.5292985233664512,0.4724056607092931,11.954428672790527,22.585418521022536,0.1319943618774414,0.005906229019165039,0.0010955810546875,0.0009517765045166016,0.0008162021636962891,0.0004065322875976562,6.700515747070313e-05
ner,formal_e3_ms256_tner,18,attn_out_input,linear_input,512,104857600,0.002237853957922198,0.3550247360911877,0.24545321896672248,0.2565156691623898,3.952723503112793,16.103775374193347,0.0207974910736084,0.0006366634368896485,1.0671615600585937e-05,0.0,0.0,0.0,0.0
ner,formal_e3_ms256_tner,18,attn_q_input,linear_input,512,104857600,-0.016454158565029502,0.709262501316689,0.5292985233664512,0.4724056607092931,11.954428672790527,22.585418521022536,0.1319943618774414,0.005906229019165039,0.0010955810546875,0.0009517765045166016,0.0008162021636962891,0.0004065322875976562,6.700515747070313e-05
ner,formal_e3_ms256_tner,18,attn_v_input,linear_input,512,104857600,-0.016454158565029502,0.709262501316689,0.5292985233664512,0.4724056607092931,11.954428672790527,22.585418521022536,0.1319943618774414,0.005906229019165039,0.0010955810546875,0.0009517765045166016,0.0008162021636962891,0.0004065322875976562,6.700515747070313e-05
ner,formal_e3_ms256_tner,18,ffn_in_input,linear_input,512,104857600,-0.021287935762666167,1.0579474150370267,0.6617455929517746,0.8257110144605474,48.05205154418945,72.61408622284742,0.2134738063812256,0.01704254150390625,0.00173614501953125,0.001058025360107422,0.0009838199615478515,0.0009615516662597656,0.0009358882904052735
ner,formal_e3_ms256_tner,18,ffn_out_input,linear_input,512,419430400,-0.03915278078988194,0.22667849976145862,0.11123091217130422,0.2013548277921981,47.12236785888672,423.6445331520308,0.009771821498870849,0.0018592095375061036,0.000413813591003418,0.0001247549057006836,2.2988319396972657e-05,3.9458274841308595e-06,3.540515899658203e-06
ner,formal_e3_ms256_tner,18,gelu_input,intermediate_dense_output,512,419430400,-1.5062981748580933,1.1609646728042127,1.5953055733442307,1.0352648408678093,48.415775299072266,30.348903751134355,0.7049112701416016,0.3206062078475952,0.0723209285736084,0.008606491088867187,0.00082183837890625,0.0005644798278808594,0.0004954218864440918
ner,formal_e3_ms256_tner,19,attn_k_input,linear_input,512,104857600,-0.008102961939293891,0.7331436043312466,0.5657817710936069,0.46632198110552586,9.640191078186035,17.038709217429158,0.15839694023132325,0.007715492248535156,0.0010357189178466797,0.0008016109466552734,0.0003765869140625,1.2750625610351562e-05,0.0
ner,formal_e3_ms256_tner,19,attn_out_input,linear_input,512,104857600,0.0021862524108291837,0.39789407181439335,0.28074549488723277,0.28196886208438726,4.987238883972168,17.7642703971987,0.02826812744140625,0.0012903404235839844,4.393577575683594e-05,5.216598510742187e-06,0.0,0.0,0.0
ner,formal_e3_ms256_tner,19,attn_q_input,linear_input,512,104857600,-0.008102961939293891,0.7331436043312466,0.5657817710936069,0.46632198110552586,9.640191078186035,17.038709217429158,0.15839694023132325,0.007715492248535156,0.0010357189178466797,0.0008016109466552734,0.0003765869140625,1.2750625610351562e-05,0.0
ner,formal_e3_ms256_tner,19,attn_v_input,linear_input,512,104857600,-0.008102961939293891,0.7331436043312466,0.5657817710936069,0.46632198110552586,9.640191078186035,17.038709217429158,0.15839694023132325,0.007715492248535156,0.0010357189178466797,0.0008016109466552734,0.0003765869140625,1.2750625610351562e-05,0.0
ner,formal_e3_ms256_tner,19,ffn_in_input,linear_input,512,104857600,-0.011679100566543638,0.9263439578310532,0.6566956463456154,0.6534526437859578,88.56568145751953,134.86564430626345,0.21427184104919433,0.017356109619140626,0.0021660614013671877,0.001361703872680664,0.0010541248321533202,0.0008955192565917969,0.0006910037994384766
ner,formal_e3_ms256_tner,19,ffn_out_input,linear_input,512,419430400,-0.04165536514483392,0.21043180804090003,0.11345937587320805,0.18205407248170458,21.32508087158203,187.95344772046883,0.00963205099105835,0.00141587495803833,0.00018989801406860352,2.482891082763672e-05,2.422332763671875e-06,2.3746490478515627e-06,2.360343933105469e-06
ner,formal_e3_ms256_tner,19,gelu_input,intermediate_dense_output,512,419430400,-1.4428689908981323,1.039822402634958,1.5324693882465363,0.9025736136206387,21.32508087158203,13.915502022511758,0.6902414226531982,0.2969623041152954,0.059474096298217774,0.006026155948638916,0.00033235788345336914,0.00011966466903686524,5.302190780639648e-05
ner,formal_e3_ms256_tner,20,attn_k_input,linear_input,512,104857600,0.0017633348899835255,0.7678366404347244,0.605557878613472,0.4720973113598192,8.14865493774414,13.456442770428279,0.18828253746032714,0.01050832748413086,0.0005857563018798828,0.00018640518188476563,2.1877288818359376e-05,4.901885986328125e-06,0.0
ner,formal_e3_ms256_tner,20,attn_out_input,linear_input,512,104857600,0.0040039485980378235,0.46891829254721645,0.3406479988992214,0.322272148246988,4.961554050445557,14.565046812188676,0.04675748825073242,0.0016539287567138672,5.5437088012695315e-05,1.64031982421875e-06,0.0,0.0,0.0
ner,formal_e3_ms256_tner,20,attn_q_input,linear_input,512,104857600,0.0017633348899835255,0.7678366404347244,0.605557878613472,0.4720973113598192,8.14865493774414,13.456442770428279,0.18828253746032714,0.01050832748413086,0.0005857563018798828,0.00018640518188476563,2.1877288818359376e-05,4.901885986328125e-06,0.0
ner,formal_e3_ms256_tner,20,attn_v_input,linear_input,512,104857600,0.0017633348899835255,0.7678366404347244,0.605557878613472,0.4720973113598192,8.14865493774414,13.456442770428279,0.18828253746032714,0.01050832748413086,0.0005857563018798828,0.00018640518188476563,2.1877288818359376e-05,4.901885986328125e-06,0.0
ner,formal_e3_ms256_tner,20,ffn_in_input,linear_input,512,104857600,0.0025506103110092227,0.8639205677713057,0.6520359340310097,0.5667577910920701,77.04229736328125,118.15652074110574,0.2155616569519043,0.016334104537963866,0.0019551372528076173,0.0011923885345458984,0.0005808448791503906,0.00026683807373046876,0.00015069007873535155
ner,formal_e3_ms256_tner,20,ffn_out_input,linear_input,512,419430400,-0.05258603062480688,0.19465143101422208,0.11298130303621293,0.16700208195407926,7.677743434906006,67.95587613682527,0.007873928546905518,0.001227865219116211,0.00016336679458618165,4.038095474243164e-05,7.162094116210937e-06,0.0,0.0
ner,formal_e3_ms256_tner,20,gelu_input,intermediate_dense_output,512,419430400,-1.4008623278141021,0.9993252598664896,1.476615891456604,0.8835563058423556,28.488338470458984,19.292991925176107,0.6820229625701905,0.265886013507843,0.04261498689651489,0.003329424858093262,0.0002815914154052734,0.00024381637573242187,0.00024258852005004883
ner,formal_e3_ms256_tner,21,attn_k_input,linear_input,512,104857600,-0.006347839976660908,0.7168857997800462,0.5578502598404884,0.45029838173653847,9.066040992736816,16.251746472842296,0.15630183219909669,0.008549184799194335,0.0004081535339355469,0.00015376091003417968,2.257347106933594e-05,5.53131103515625e-07,0.0
ner,formal_e3_ms256_tner,21,attn_out_input,linear_input,512,104857600,-0.00048644224920280977,0.33046845420963494,0.24733785845339298,0.21916573552783458,4.368244171142578,17.661041453408178,0.010871601104736329,0.00027159690856933596,7.20977783203125e-06,6.29425048828125e-07,0.0,0.0,0.0
ner,formal_e3_ms256_tner,21,attn_q_input,linear_input,512,104857600,-0.006347839976660908,0.7168857997800462,0.5578502598404884,0.45029838173653847,9.066040992736816,16.251746472842296,0.15630183219909669,0.008549184799194335,0.0004081535339355469,0.00015376091003417968,2.257347106933594e-05,5.53131103515625e-07,0.0
ner,formal_e3_ms256_tner,21,attn_v_input,linear_input,512,104857600,-0.006347839976660908,0.7168857997800462,0.5578502598404884,0.45029838173653847,9.066040992736816,16.251746472842296,0.15630183219909669,0.008549184799194335,0.0004081535339355469,0.00015376091003417968,2.257347106933594e-05,5.53131103515625e-07,0.0
ner,formal_e3_ms256_tner,21,ffn_in_input,linear_input,512,104857600,0.008041756455786525,0.8710068863811762,0.6686703330278396,0.5582093260585705,38.48991012573242,57.56186303562225,0.22843484878540038,0.01740292549133301,0.002179250717163086,0.001305227279663086,0.0005620288848876954,0.00030472755432128904,0.00016000747680664063
ner,formal_e3_ms256_tner,21,ffn_out_input,linear_input,512,419430400,-0.04086871015839279,0.23632522344788673,0.13253702960908412,0.19988446285318193,48.54302978515625,366.2601306844823,0.012226781845092773,0.0017773985862731933,0.0001852869987487793,6.843805313110352e-05,1.6655921936035156e-05,2.3937225341796873e-06,2.3770332336425783e-06
ner,formal_e3_ms256_tner,21,gelu_input,intermediate_dense_output,512,419430400,-1.2104793921113015,1.1301202888261344,1.3249420136213304,0.9934590512364695,68.22381591796875,51.491925847758026,0.6096688914299011,0.2055485463142395,0.02772214651107788,0.001752619743347168,0.00036970853805541994,0.0002821612358093262,0.0002482748031616211
ner,formal_e3_ms256_tner,22,attn_k_input,linear_input,512,104857600,-0.007579043619334698,0.6429972816593372,0.472490726262331,0.4361828283180985,9.473810195922852,20.050785484968245,0.12148624420166015,0.007329387664794922,0.00034757614135742186,0.00010359764099121093,1.7366409301757813e-05,8.296966552734375e-07,0.0
ner,formal_e3_ms256_tner,22,attn_out_input,linear_input,512,104857600,0.004821929824502149,0.24274221746846467,0.1870122304558754,0.1548336552841738,2.4633877277374268,13.172334888111239,0.002158956527709961,3.19671630859375e-05,0.0,0.0,0.0,0.0,0.0
ner,formal_e3_ms256_tner,22,attn_q_input,linear_input,512,104857600,-0.007579043619334698,0.6429972816593372,0.472490726262331,0.4361828283180985,9.473810195922852,20.050785484968245,0.12148624420166015,0.007329387664794922,0.00034757614135742186,0.00010359764099121093,1.7366409301757813e-05,8.296966552734375e-07,0.0
ner,formal_e3_ms256_tner,22,attn_v_input,linear_input,512,104857600,-0.007579043619334698,0.6429972816593372,0.472490726262331,0.4361828283180985,9.473810195922852,20.050785484968245,0.12148624420166015,0.007329387664794922,0.00034757614135742186,0.00010359764099121093,1.7366409301757813e-05,8.296966552734375e-07,0.0
ner,formal_e3_ms256_tner,22,ffn_in_input,linear_input,512,104857600,0.008374926333781332,0.8445051694290794,0.6767395144701004,0.5052551337080179,14.515717506408691,21.449490085967224,0.2398484992980957,0.013897972106933594,0.0006717586517333984,0.0003152275085449219,8.96453857421875e-05,2.829551696777344e-05,5.941390991210938e-06
ner,formal_e3_ms256_tner,22,ffn_out_input,linear_input,512,419430400,0.06415938789956271,0.42011783275362624,0.2239938146620989,0.3611678161829646,49.113426208496094,219.26242152081346,0.04942272663116455,0.0073269963264465336,0.0005445051193237305,4.425048828125e-05,3.49879264831543e-05,2.8700828552246093e-05,2.230405807495117e-05
ner,formal_e3_ms256_tner,22,gelu_input,intermediate_dense_output,512,419430400,-0.7323300822079182,1.1156317736928867,1.0762132158875466,0.7891176830668399,49.113426208496094,45.635405218465515,0.4758048105239868,0.12688644647598266,0.014844198226928711,0.0007960438728332519,0.00020792245864868165,0.00019321441650390624,0.00017790555953979493
ner,formal_e3_ms256_tner,23,attn_k_input,linear_input,512,104857600,0.004864230790408328,0.6535019630825697,0.46287701308727264,0.46133864703638205,10.314723014831543,22.283938763852085,0.13386258125305175,0.008642549514770509,0.0002265453338623047,6.30950927734375e-05,1.2559890747070312e-05,1.33514404296875e-06,1.9073486328125e-08
ner,formal_e3_ms256_tner,23,attn_out_input,linear_input,512,104857600,-0.003206229346487817,0.2812034600453626,0.21746924594044686,0.17830533620225608,2.7679953575134277,12.728215180694713,0.002698516845703125,5.30242919921875e-06,0.0,0.0,0.0,0.0,0.0
ner,formal_e3_ms256_tner,23,attn_q_input,linear_input,512,104857600,0.004864230790408328,0.6535019630825697,0.46287701308727264,0.46133864703638205,10.314723014831543,22.283938763852085,0.13386258125305175,0.008642549514770509,0.0002265453338623047,6.30950927734375e-05,1.2559890747070312e-05,1.33514404296875e-06,1.9073486328125e-08
ner,formal_e3_ms256_tner,23,attn_v_input,linear_input,512,104857600,0.004864230790408328,0.6535019630825697,0.46287701308727264,0.46133864703638205,10.314723014831543,22.283938763852085,0.13386258125305175,0.008642549514770509,0.0002265453338623047,6.30950927734375e-05,1.2559890747070312e-05,1.33514404296875e-06,1.9073486328125e-08
ner,formal_e3_ms256_tner,23,ffn_in_input,linear_input,512,104857600,0.00871470696059987,0.8653306013063452,0.6952700409293174,0.5152402991427937,18.12515640258789,26.06923257956189,0.25194701194763186,0.011867122650146484,0.0009472274780273438,0.0005468177795410156,0.00028794288635253907,0.000192413330078125,0.00011410713195800782
ner,formal_e3_ms256_tner,23,ffn_out_input,linear_input,512,419430400,0.06722926526563242,0.39816903661008407,0.22573496341705324,0.33481649020659193,4.828741550445557,21.391199118429377,0.04761894226074219,0.004935111999511719,0.00016454696655273437,5.178451538085937e-06,0.0,0.0,0.0
ner,formal_e3_ms256_tner,23,gelu_input,intermediate_dense_output,512,419430400,-0.6735421979427337,1.071456013088409,1.028170308470726,0.7379314989699581,8.685487747192383,8.447518543995841,0.4484406805038452,0.112177574634552,0.013685724735260009,0.0007640552520751953,2.913236618041992e-05,6.794929504394531e-07,0.0
dep,formal_e3_ms256_retry1,0,attn_k_input,linear_input,512,47185920,-0.02796222561996223,0.47436242951671986,0.37238816461629337,0.29517563492323523,5.790504455566406,15.549646862522897,0.03917961120605469,0.0004074732462565104,2.846188015407986e-05,1.644558376736111e-05,0.0,0.0,0.0
dep,formal_e3_ms256_retry1,0,attn_out_input,linear_input,512,47185920,7.891960623156693e-05,0.15748468164889484,0.1099606982121865,0.1127389729909158,5.789538383483887,52.65097873707622,0.0010127597384982639,2.899169921875e-05,1.0787116156684028e-05,1.0596381293402777e-05,0.0,0.0,0.0
dep,formal_e3_ms256_retry1,0,attn_q_input,linear_input,512,47185920,-0.02796222561996223,0.47436242951671986,0.37238816461629337,0.29517563492323523,5.790504455566406,15.549646862522897,0.03917961120605469,0.0004074732462565104,2.846188015407986e-05,1.644558376736111e-05,0.0,0.0,0.0
dep,formal_e3_ms256_retry1,0,attn_v_input,linear_input,512,47185920,-0.02796222561996223,0.47436242951671986,0.37238816461629337,0.29517563492323523,5.790504455566406,15.549646862522897,0.03917961120605469,0.0004074732462565104,2.846188015407986e-05,1.644558376736111e-05,0.0,0.0,0.0
dep,formal_e3_ms256_retry1,0,ffn_in_input,linear_input,512,47185920,-0.0020852318538042407,1.3599486975790642,0.8309817800919215,1.0765380111236846,112.6024169921875,135.50527784102758,0.3155030780368381,0.053755463494194876,0.01123279995388455,0.0033902062310112845,0.0007916344536675347,0.00047317081027560765,0.00038202073838975695
dep,formal_e3_ms256_retry1,0,ffn_out_input,linear_input,512,188743680,0.022174378763884305,0.3279541992773745,0.06686290960965885,0.32183071826001736,22.394256591796875,334.9279402068057,0.015196439954969618,0.004879585901896159,0.0020445399814181856,0.0011741002400716147,0.0006196604834662543,0.00018597178988986546,3.753768073187934e-05
dep,formal_e3_ms256_retry1,0,gelu_input,intermediate_dense_output,512,188743680,-3.5860428598192002,2.177849894120387,3.685815503862169,2.0043696328945204,22.81259536743164,6.189293887208283,0.905961004892985,0.7810433546702067,0.6121027045779758,0.4233873155381944,0.12694697380065917,0.020437362458970813,0.003583701451619466
