task,full_scalar_mix_run,p0_cumulative_major,pL_cumulative_major,full_scalar_mix_major,full_scalar_mix_f1_micro,full_scalar_mix_acc,scalar_mix_center_of_gravity,scalar_mix_entropy,scalar_mix_gamma,cumulative_expected_layer_contextual_raw,cumulative_expected_layer_contextual_positive,best_cumulative_layer,best_cumulative_major
dep,tenney_scalar_mix_ms256_dep_lr1e4_e3_noearly,0.86100195562098,0.9519102158383403,0.9506543810226019,0.9045262267343486,0.9967825353108553,13.009582980535924,2.9819168285516437,1.9420108795166016,6.627556483755996,6.701398009521201,24,0.9519102158383403
