phase	budget	seed	strategy	major	f1_micro	acc	measured_bop	delta_major_vs_uniform	delta_f1_vs_uniform	bop_error_vs_uniform	relative_bop_error_vs_uniform	within_2pct_uniform_bop	probing_minus_major	probing_minus_f1	run_name
bopfix2	low	20260809	late	0.4888945358266259	0.027551432590921122	0.9502376390623307	0.007768153974561762	-0.4481502878401352	-0.8505112205417356	0.004492463230303435	1.3714552383120666	False	0.46211718103536636	0.8776481248935484	ptq_pgfloor50_w4a4_out8_w0p055_a0p275_late_bopfix2_fixedseed20260809_cal16_dep_e3_retry1
bopfix2	low	20260809	random_s29	0.4262713170365018	0.031000731477933748	0.8215419025950699	0.007047017320736413	-0.5107735066302593	-0.8470619216547229	0.0037713265764780864	1.1513072725465665	False	0.5247403998254905	0.8741988260065358	ptq_pgfloor50_w4a4_out8_w0p055_a0p275_random_s29_bopfix2_fixedseed20260809_cal16_dep_e3_retry1
bopfix2	boundary	20260806	uniform	0.9677406292274116	0.9376402528153501	0.9978410056394729	0.004165898948076782	0.0	0.0	0.0	0.0	True	0.004560171270147073	0.008829530490411353	ptq_oa_w4a4_dualout8_boundaryrefine_w0p070_a0p350_fixedseed20260806_cal16_ms256_dep_e3_retry1
bopfix2	boundary	20260806	probing	0.9723008004975586	0.9464697833057615	0.9981318176893557	0.004231443333011376	0.004560171270147073	0.008829530490411353	6.55443849345936e-05	0.015733551329864263	True	0.0	0.0	ptq_pgfloor50_w4a4_out8_w0p070_a0p350_probing_bopfix2_fixedseed20260806_cal16_dep_e3_retry1
bopfix2	boundary	20260806	inverse	0.9401723402805393	0.8841216733363948	0.9962230072246837	0.004300939720935237	-0.027568288946872244	-0.05351857947895533	0.00013504077285845465	0.032415758169265535	False	0.03212846021701932	0.06234810996936668	ptq_pgfloor50_w4a4_out8_w0p070_a0p350_inverse_bopfix2_fixedseed20260806_cal16_dep_e3_retry1
bopfix2	boundary	20260806	early	0.9545449158634087	0.9120300270840886	0.9970598046427288	0.004195475173074134	-0.013195713364002826	-0.025610225731261482	2.9576224997351387e-05	0.007099602118530855	True	0.0177558846341499	0.034439756221672835	ptq_pgfloor50_w4a4_out8_w0p070_a0p350_early_bopfix2_fixedseed20260806_cal16_dep_e3_retry1
bopfix2	boundary	20260806	late	0.9540941303239303	0.9112111378624516	0.9969771227854092	0.00421611659035434	-0.013646498903481241	-0.02642911495289857	5.02176422775575e-05	0.01205445520965909	True	0.018206670173628314	0.03525864544330992	ptq_pgfloor50_w4a4_out8_w0p070_a0p350_late_bopfix2_fixedseed20260806_cal16_dep_e3_retry1
bopfix2	boundary	20260806	random_s29	0.962716299505709	0.9278902459427807	0.9975423530686374	0.00415657601277305	-0.005024329721702525	-0.009750006872569439	-9.32293530373201e-06	-0.002237916814577562	True	0.009584500991849598	0.01857953736298079	ptq_pgfloor50_w4a4_out8_w0p070_a0p350_random_s29_bopfix2_fixedseed20260806_cal16_dep_e3_retry1
bopfix2	boundary	20260807	uniform	0.9693078842858618	0.9406671339628088	0.9979486346089148	0.004029763350520038	0.0	0.0	0.0	0.0	True	0.0007022216974272855	0.001368091888619305	ptq_oa_w4a4_dualout8_boundaryrefine_w0p070_a0p350_fixedseed20260807_cal16_ms256_dep_e3_retry1
bopfix2	boundary	20260807	probing	0.9700101059832891	0.9420352258514281	0.9979849861151502	0.004067709337816371	0.0007022216974272855	0.001368091888619305	3.7945987296333396e-05	0.009416430692248094	True	0.0	0.0	ptq_pgfloor50_w4a4_out8_w0p070_a0p350_probing_bopfix2_fixedseed20260807_cal16_dep_e3_retry1
bopfix2	boundary	20260807	inverse	0.9190877947310829	0.8430858939024668	0.9950896955596992	0.004181722856911507	-0.05022008955477886	-0.09758124006034197	0.0001519595063914688	0.03770928790939015	False	0.05092231125220614	0.09894933194896127	ptq_pgfloor50_w4a4_out8_w0p070_a0p350_inverse_bopfix2_fixedseed20260807_cal16_dep_e3_retry1
bopfix2	boundary	20260807	early	0.9316248042150286	0.8674956069132727	0.9957540015167844	0.004049704378636989	-0.03768308007083321	-0.07317152704953611	1.9941028116951358e-05	0.004948436516595443	True	0.038385301768260494	0.07453961893815542	ptq_pgfloor50_w4a4_out8_w0p070_a0p350_early_bopfix2_fixedseed20260807_cal16_dep_e3_retry1
bopfix2	boundary	20260807	late	0.9508523151125672	0.9049156799425906	0.9967889502825439	0.004097617162209382	-0.018455569173294606	-0.035751454020218176	6.785381168934387e-05	0.016838162886311275	True	0.01915779087072189	0.03711954590883748	ptq_pgfloor50_w4a4_out8_w0p070_a0p350_late_bopfix2_fixedseed20260807_cal16_dep_e3_retry1
bopfix2	boundary	20260807	random_s29	0.9557619085690103	0.9144020011023021	0.9971218160357186	0.00403877004700897	-0.013545975716851455	-0.02626513286050669	9.006696488932271e-06	0.0022350435262581767	True	0.01424819741427874	0.027633224749125995	ptq_pgfloor50_w4a4_out8_w0p070_a0p350_random_s29_bopfix2_fixedseed20260807_cal16_dep_e3_retry1
bopfix2	boundary	20260808	uniform	0.9677485513329158	0.93764968205467	0.9978474206111615	0.004395714934098577	0.0	0.0	0.0	0.0	True	0.0008553665598352023	0.0016594133461617089	ptq_oa_w4a4_dualout8_boundaryrefine_w0p070_a0p350_fixedseed20260808_cal16_ms256_dep_e3_retry1
bopfix2	boundary	20260808	probing	0.968603917892751	0.9393090954008317	0.9978987403846702	0.00438303550310891	0.0008553665598352023	0.0016594133461617089	-1.2679430989667381e-05	-0.0028844980122141456	True	0.0	0.0	ptq_pgfloor50_w4a4_out8_w0p070_a0p350_probing_bopfix2_fixedseed20260808_cal16_dep_e3_retry1
bopfix2	boundary	20260808	inverse	0.9090879682267683	0.8236030025020851	0.9945729339514515	0.004596009090486568	-0.058660583106147524	-0.11404667955258496	0.0002002941563879904	0.04556577471260984	False	0.059515949665982726	0.11570609289874667	ptq_pgfloor50_w4a4_out8_w0p070_a0p350_inverse_bopfix2_fixedseed20260808_cal16_dep_e3_retry1
bopfix2	boundary	20260808	early	0.9482418699384731	0.8997881630712031	0.9966955768057433	0.004445313111785382	-0.01950668139444267	-0.0378615189834669	4.959817768680503e-05	0.011283301676835432	True	0.020362047954277873	0.03952093232962861	ptq_pgfloor50_w4a4_out8_w0p070_a0p350_early_bopfix2_fixedseed20260808_cal16_dep_e3_retry1
bopfix2	boundary	20260808	late	0.9519390824373775	0.9070314798470138	0.9968466850277412	0.004438976983467615	-0.01580946889553836	-0.03061820220765621	4.326204936903801e-05	0.009841868732989097	True	0.01666483545537356	0.03227761555381792	ptq_pgfloor50_w4a4_out8_w0p070_a0p350_late_bopfix2_fixedseed20260808_cal16_dep_e3_retry1
